Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,Price_Drop_Percent,Log_Price,Volatility_20d,Return_5d_Before,Volume_Ratio,Day_of_Week,Month,TARGET_Recovery_Days
DRREDDY,2017-07-17,508.32,4.0,0.79,1009480.0,-0.5311,6.2311,0.010184,-0.851,0.9376,0,7,0
DRREDDY,2018-07-16,439.51,4.0,0.91,18607580.0,8.9527,6.0857,0.015729,-0.4378,3.4178,0,7,22
DRREDDY,2019-07-15,502.34,4.0,0.8,2497770.0,-0.7284,6.2193,0.014312,1.2675,0.8464,0,7,0
DRREDDY,2020-07-13,752.08,5.0,0.66,2678440.0,-0.4922,6.6228,0.009155,0.3456,0.7087,0,7,0
DRREDDY,2021-07-09,1059.52,5.0,0.47,2304980.0,-0.3409,6.9656,0.012286,-1.954,0.7938,4,7,0
DRREDDY,2022-07-11,857.9,6.0,0.7,4797040.0,-2.8518,6.7545,0.013253,1.1884,2.4846,0,7,0
DRREDDY,2023-07-11,1010.56,8.0,0.79,1056805.0,-0.9951,6.9183,0.010684,-0.6447,0.4731,1,7,0
DRREDDY,2024-07-16,1342.44,8.0,0.6,1556420.0,1.6092,7.2022,0.010326,3.219,0.5673,1,7,3
DRREDDY,2025-07-10,1261.4,8.0,0.63,1246082.0,-0.0951,7.14,0.011433,-1.696,0.7987,3,7,0
EIDPARRY,2017-03-03,258.67,4.0,1.55,215436.0,-1.9647,5.5556,0.011537,-2.1368,0.7972,4,3,0
EIDPARRY,2018-07-25,198.61,3.0,1.51,338831.0,-4.3642,5.2914,0.042539,0.7736,1.1114,2,7,0
EIDPARRY,2019-02-12,176.36,2.0,1.13,101152.0,-3.0344,5.1725,0.018367,-4.8534,0.8502,1,2,0
EIDPARRY,2019-04-04,201.79,1.0,0.5,81474.0,2.688,5.3072,0.022979,6.685,0.3491,3,4,181
EIDPARRY,2021-11-17,468.91,5.5,1.17,468918.0,-4.0021,6.1504,0.01889,-2.4354,1.2516,2,11,0
EIDPARRY,2022-03-10,392.74,5.5,1.4,316718.0,-1.3661,5.9731,0.025816,1.974,0.7018,3,3,0
EIDPARRY,2022-11-22,615.44,5.5,0.89,143265.0,0.5676,6.4223,0.023001,0.5739,0.4513,1,11,250
EIDPARRY,2023-04-21,498.63,4.0,0.8,188941.0,0.0497,6.2119,0.022452,-1.3242,0.8722,4,4,1
EIDPARRY,2023-11-21,490.55,4.0,0.82,356428.0,-0.3466,6.1955,0.018206,-1.7385,0.6082,1,11,0
EIHOTEL,2017-07-24,132.73,0.88,0.67,50346.0,0.5052,4.8883,0.016989,0.4683,0.4238,0,7,3
EIHOTEL,2018-07-23,152.08,0.88,0.58,35201.0,-2.5974,5.0244,0.024638,-1.3056,0.2252,0,7,0
EIHOTEL,2019-08-05,147.17,0.88,0.6,167383.0,-5.2354,4.9916,0.015342,-7.5083,2.0111,0,8,0
EIHOTEL,2023-08-02,207.26,1.1,0.53,458785.0,0.0959,5.334,0.012947,-2.0775,0.5133,2,8,1
EIHOTEL,2024-07-31,437.01,1.2,0.27,688485.0,-0.4444,6.08,0.01573,4.9875,1.2216,2,7,0
EIHOTEL,2025-07-30,377.5,1.5,0.4,292914.0,-0.6358,5.9336,0.011094,-1.2892,0.8349,2,7,0
EICHERMOT,2017-07-31,2739.15,10.0,0.37,568380.0,-2.7069,7.9154,0.011692,1.8883,1.4276,0,7,0
EICHERMOT,2018-08-02,2553.06,11.0,0.43,958940.0,0.8381,7.845,0.016613,-3.4209,1.754,3,8,3
EICHERMOT,2019-07-24,1605.57,12.5,0.78,2450250.0,3.4901,7.3812,0.019837,-7.2435,2.3761,2,7,2
EICHERMOT,2020-03-19,1509.15,12.5,0.83,1611810.0,4.9447,7.3193,0.035009,-5.4723,0.6851,3,3,44
EICHERMOT,2021-08-09,2619.33,17.0,0.65,516622.0,0.0494,7.8707,0.013363,5.5617,0.7121,0,8,1
EICHERMOT,2022-08-12,3047.29,21.0,0.69,1327610.0,-1.7335,8.022,0.013025,0.9743,1.5635,4,8,0
EICHERMOT,2023-08-14,3273.02,37.0,1.13,650028.0,0.4027,8.0935,0.009053,0.9938,0.8574,0,8,4
EICHERMOT,2024-08-07,4543.98,51.0,1.12,1093582.0,0.1249,8.4216,0.014607,-6.2224,1.6522,2,8,2
EICHERMOT,2025-08-01,5398.5,70.0,1.3,1408773.0,-2.3988,8.5939,0.009372,0.6534,4.46,4,8,0
ELECON,2016-07-18,30.16,0.55,1.82,760946.0,-0.2398,3.4067,0.01963,-0.5469,1.1039,0,7,0
ELECON,2017-07-26,29.47,0.25,0.85,455052.0,-1.8152,3.3832,0.019608,1.9183,0.9723,2,7,0
ELECON,2018-09-18,30.85,0.1,0.32,346688.0,-0.4743,3.4292,0.018247,0.4751,1.5176,1,9,0
ELECON,2019-09-06,16.24,0.1,0.62,514400.0,-2.2658,2.7876,0.033913,12.5,2.8447,4,9,0
ELECON,2021-07-22,71.72,0.2,0.28,4516940.0,0.2058,4.2727,0.0313,12.3798,1.5779,3,7,8
ELECON,2022-06-09,123.29,0.7,0.57,1114614.0,-0.883,4.8145,0.043611,9.2912,0.3305,3,6,0
ELECON,2023-06-09,279.45,1.0,0.36,405342.0,-0.4087,5.6328,0.035308,5.06,0.2986,4,6,0
ELECON,2023-10-31,399.83,0.5,0.13,1503634.0,-4.9555,5.991,0.024318,3.5696,1.7705,1,10,0
ELECON,2024-06-14,655.14,1.0,0.15,1018030.0,-0.4561,6.4848,0.046253,19.401,0.695,4,6,0
ELECON,2024-10-28,539.34,0.5,0.09,851004.0,-4.2417,6.2903,0.044451,-8.9066,0.8536,0,10,0
ELECON,2025-06-13,667.38,1.5,0.22,516654.0,-0.2545,6.5034,0.021716,-3.5719,0.8549,4,6,0
ELECON,2025-10-16,541.75,0.5,0.09,280189.0,-0.24,6.2948,0.026138,-10.2012,0.4787,3,10,0
ELGIEQUIP,2016-07-21,83.76,0.5,0.6,46484.0,3.0086,4.4279,0.016997,1.7981,0.784,3,7,2
ELGIEQUIP,2017-07-20,110.99,0.5,0.45,19708.0,1.1509,4.7095,0.01215,-0.559,0.2416,3,7,6
ELGIEQUIP,2018-08-02,138.59,0.6,0.43,26820.0,-0.0524,4.9315,0.014404,-0.7594,0.198,3,8,0
ELGIEQUIP,2019-07-25,126.25,0.65,0.51,45500.0,0.9826,4.8382,0.010177,-0.3058,1.7842,3,7,38
ELGIEQUIP,2020-03-18,78.91,0.82,1.05,45156.0,8.6266,4.3683,0.037588,-15.3445,0.0819,2,3,62
ELGIEQUIP,2021-07-23,203.68,0.8,0.39,103402.0,0.3876,5.3165,0.014362,-2.3332,0.4776,4,7,1
ELGIEQUIP,2022-08-04,430.4,1.15,0.27,1189099.0,2.9885,6.0647,0.026759,17.8306,2.2931,3,8,3
ELGIEQUIP,2023-07-28,541.81,2.0,0.37,181019.0,0.7514,6.2949,0.020534,-2.4495,0.259,4,7,90
ELGIEQUIP,2024-07-24,665.15,2.0,0.3,129907.0,-3.6912,6.5,0.016694,-4.5665,0.3953,2,7,0
ELGIEQUIP,2025-07-18,551.4,2.2,0.4,2530072.0,0.4443,6.3125,0.016687,0.4628,2.5889,4,7,1
EMAMILTD,2016-07-26,478.3,3.5,0.73,580468.0,-0.873,6.1702,0.015684,2.6444,1.2757,1,7,0
EMAMILTD,2017-03-14,424.76,0.88,0.21,334602.0,-2.0047,6.0515,0.017845,-5.3905,0.9789,1,3,0
EMAMILTD,2017-07-26,471.57,2.62,0.56,733830.0,-1.0686,6.1561,0.008704,3.2427,3.8134,2,7,0
EMAMILTD,2018-06-21,460.2,7.0,1.52,238293.0,-0.0897,6.1317,0.011411,-2.0404,0.7246,3,6,0
EMAMILTD,2019-07-31,279.58,4.0,1.43,235594.0,-0.7554,5.6333,0.01205,0.7359,0.4106,2,7,0
EMAMILTD,2019-11-14,285.83,2.0,0.7,99153.0,1.1772,5.6554,0.024999,-0.5816,0.2216,3,11,13
EMAMILTD,2020-03-26,137.38,2.0,1.46,1996435.0,-4.3748,4.9228,0.041191,-10.859,2.6176,3,3,0
EMAMILTD,2020-11-12,339.84,4.0,1.18,622140.0,-2.3743,5.8285,0.022329,0.9863,1.081,3,11,0
EMAMILTD,2021-02-04,440.71,4.0,0.91,1334573.0,-4.107,6.0884,0.018388,3.4145,1.0732,3,2,0
EMAMILTD,2021-11-08,517.68,4.0,0.77,485903.0,0.7914,6.2493,0.016374,6.5976,0.7476,0,11,1
EMAMILTD,2022-02-10,457.1,4.0,0.88,156420.0,-1.7868,6.1249,0.013098,-0.2612,0.3885,3,2,0
EMAMILTD,2022-11-18,404.24,4.0,0.99,131804.0,0.7299,6.002,0.017222,-6.3233,0.7122,4,11,2
EMAMILTD,2023-02-13,383.77,4.0,1.04,263353.0,1.6391,5.9501,0.016675,-3.3613,1.3062,0,2,84
EMAMILTD,2023-11-15,482.53,4.0,0.83,308463.0,0.3853,6.179,0.013905,-0.3711,0.9051,2,11,10
EMAMILTD,2024-02-16,439.67,4.0,0.91,387468.0,-0.6234,6.086,0.010241,-4.8292,0.571,4,2,0
EMAMILTD,2024-11-18,618.28,4.0,0.65,591079.0,3.6863,6.4269,0.029569,-4.0308,1.0975,0,11,1
EMAMILTD,2025-02-04,594.52,4.0,0.67,468353.0,4.1865,6.3877,0.025266,7.2638,0.7255,1,2,46
EMAMILTD,2025-05-22,591.98,4.0,0.68,616687.0,-0.0497,6.3835,0.020293,-3.532,1.2975,3,5,0
EMAMILTD,2025-11-14,512.07,4.0,0.78,395051.0,-0.4149,6.2385,0.013229,1.5756,0.9567,4,11,0
EMAMILTD,2026-02-10,500.85,6.0,1.2,1008046.0,0.3494,6.2163,0.014327,4.927,1.4852,1,2,1
EMCURE,2025-08-14,1450.8,3.0,0.21,241990.0,-0.2757,7.2799,0.019149,3.791,1.4268,3,8,0
ENDURANCE,2017-07-20,848.58,2.5,0.29,112727.0,-0.9685,6.7436,0.012267,-1.8949,1.6202,3,7,0
ENDURANCE,2018-08-28,1493.01,4.0,0.27,56869.0,2.6751,7.3085,0.01963,0.7175,0.8234,1,8,4
ENDURANCE,2019-07-30,870.56,5.5,0.63,62161.0,2.1791,6.7691,0.021995,-6.3263,1.5245,1,7,1
ENDURANCE,2020-03-11,942.64,5.5,0.58,26993.0,2.4091,6.8487,0.020722,-0.9277,1.0773,2,3,102
ENDURANCE,2021-08-12,1673.89,6.0,0.36,187173.0,-0.941,7.4229,0.013334,-2.5666,1.986,3,8,0
ENDURANCE,2022-08-11,1410.95,6.25,0.44,280386.0,0.8164,7.252,0.016527,-2.2172,5.5981,3,8,1
ENDURANCE,2023-08-11,1680.68,7.0,0.42,164738.0,2.9182,7.427,0.01529,1.1304,1.6009,4,8,57
ENDURANCE,2024-08-09,2568.59,8.5,0.33,27592.0,0.1803,7.8511,0.017861,1.8242,0.255,4,8,8
ENDURANCE,2025-08-01,2541.7,10.0,0.39,24753.0,2.5613,7.8406,0.016157,-1.0739,0.3052,4,8,1
ENGINERSIN,2016-09-07,98.97,1.0,1.01,3886720.0,-0.1684,4.5948,0.025612,1.7381,0.9012,2,9,0
ENGINERSIN,2017-03-23,110.21,2.5,2.27,3180754.0,-0.3418,4.7024,0.015703,-4.0619,1.2357,3,3,0
ENGINERSIN,2017-09-11,120.45,0.5,0.42,1153078.0,0.3137,4.7912,0.018166,3.2612,0.695,0,9,31
ENGINERSIN,2018-03-19,121.09,2.5,2.06,2071149.0,-0.1268,4.7966,0.021205,-1.9578,1.1028,0,3,0
ENGINERSIN,2018-09-11,96.64,1.5,1.55,1233461.0,0.8039,4.571,0.02373,-5.2315,0.525,1,9,1
ENGINERSIN,2019-02-15,87.59,3.25,3.71,6319709.0,0.8219,4.4727,0.020387,-1.4423,4.5689,4,2,10
ENGINERSIN,2019-09-18,87.03,0.75,0.86,1065337.0,-1.018,4.4663,0.02565,-3.1598,0.3991,2,9,0
ENGINERSIN,2020-02-14,71.77,3.6,5.02,1964967.0,0.9941,4.2735,0.013993,-3.0995,1.7697,4,2,250
ENGINERSIN,2020-09-11,54.27,1.55,2.86,2582604.0,-1.4263,3.9939,0.023163,-3.5075,0.5853,4,9,0
ENGINERSIN,2021-03-18,66.82,1.4,2.1,2667737.0,-0.0655,4.2021,0.030809,-6.4419,0.2996,3,3,0
ENGINERSIN,2021-09-06,62.97,0.6,0.95,3204613.0,-2.3843,4.1427,0.014074,0.1393,1.9645,0,9,0
ENGINERSIN,2022-02-16,59.53,2.0,3.36,994943.0,-1.7584,4.0864,0.011966,-3.5075,0.8544,2,2,0
ENGINERSIN,2022-09-02,61.85,1.0,1.62,579840.0,-1.2696,4.1247,0.013627,1.1914,0.6834,4,9,0
ENGINERSIN,2023-02-13,74.87,2.0,2.67,1506438.0,1.2018,4.3158,0.030195,3.7772,0.3121,0,2,18
ENGINERSIN,2023-08-25,152.97,1.0,0.65,3513203.0,1.433,5.0302,0.023353,5.6246,0.5594,4,8,6
ENGINERSIN,2024-02-12,215.77,2.0,0.93,12678153.0,10.2273,5.3742,0.046447,-7.3081,0.7912,0,2,5
ENGINERSIN,2024-08-21,210.77,1.0,0.47,3651199.0,-0.3208,5.3508,0.023415,-0.1139,0.6755,2,8,0
ENGINERSIN,2025-02-14,159.39,2.0,1.25,2357236.0,1.552,5.0714,0.027947,0.3832,0.8507,4,2,3
ENGINERSIN,2025-08-29,195.83,2.0,1.02,2420666.0,-0.0353,5.2772,0.019941,2.5816,1.1695,4,8,0
ENGINERSIN,2025-12-04,195.95,1.0,0.51,1822430.0,-2.1378,5.2779,0.018209,-0.7454,0.8108,3,12,0
ENGINERSIN,2026-03-06,203.36,1.5,0.74,3287405.0,-0.7425,5.315,0.045418,-8.8093,0.1382,4,3,0
ERIS,2020-03-19,372.55,2.87,0.77,46484.0,2.3296,5.9204,0.023456,-3.0216,0.2937,3,3,12
ERIS,2020-08-13,541.8,5.5,1.02,165569.0,4.1794,6.2949,0.035759,6.9337,0.3778,3,8,88
ERIS,2021-08-05,738.33,6.01,0.81,64844.0,0.3385,6.6044,0.016882,-1.9063,0.3335,3,8,19
ERIS,2022-08-11,685.06,7.35,1.07,9489.0,0.4354,6.5295,0.010127,-1.4925,0.2547,3,8,1
ERIS,2025-02-13,1294.6,7.35,0.57,67326.0,2.2748,7.166,0.039746,-10.442,0.2216,3,2,22
ESCORTS,2016-09-08,321.88,1.2,0.37,1188552.0,-1.7544,5.7742,0.042092,3.7025,0.3941,3,9,0
ESCORTS,2017-09-07,623.32,1.5,0.24,984817.0,-1.2312,6.4351,0.029186,0.6102,0.6762,3,9,0
ESCORTS,2018-08-23,862.95,2.0,0.23,758831.0,1.2255,6.7604,0.016644,2.7118,0.5767,3,8,250
ESCORTS,2019-07-11,516.93,2.5,0.48,1717974.0,-1.7752,6.2479,0.029063,-5.8241,0.7153,3,7,0
ESCORTS,2020-08-13,1079.74,2.5,0.23,1412424.0,-0.4976,6.9845,0.023472,-0.2454,0.6686,3,8,0
ESCORTS,2021-07-15,1155.73,7.5,0.65,467065.0,-1.1843,7.0525,0.010731,-0.6863,0.4806,3,7,0
ESCORTS,2022-06-30,1421.26,7.0,0.49,917580.0,0.4856,7.2593,0.018042,-3.349,3.3098,3,6,1
ESCORTS,2023-06-30,2149.0,7.0,0.33,657339.0,-2.7487,7.6728,0.012049,1.5356,2.6532,4,6,0
ESCORTS,2024-07-05,4032.15,18.0,0.45,193469.0,-1.0507,8.3021,0.016517,-0.9815,0.7451,4,7,0
ESCORTS,2025-02-14,2981.2,10.0,0.34,76926.0,2.1146,8.0001,0.023259,-7.5649,0.3451,4,2,3
ESCORTS,2025-07-04,3331.3,18.0,0.54,32907.0,0.6123,8.1111,0.013508,0.7332,0.1866,4,7,2
ESCORTS,2026-02-16,3568.6,18.0,0.5,85081.0,1.3339,8.1799,0.023627,-5.0561,0.5374,0,2,7
EXIDEIND,2016-07-11,156.89,0.8,0.51,640598.0,-0.0579,5.0555,0.016403,-1.1681,0.3766,0,7,0
EXIDEIND,2016-11-03,179.65,1.6,0.89,1454647.0,1.6828,5.191,0.02491,-2.3704,0.5529,3,11,57
EXIDEIND,2017-07-19,202.64,0.8,0.39,1929559.0,0.9755,5.3115,0.012712,-2.2753,1.7126,2,7,9
EXIDEIND,2017-11-03,191.93,1.6,0.83,1914983.0,1.1103,5.2571,0.013386,2.7819,0.7221,4,11,17
EXIDEIND,2018-07-25,250.54,0.8,0.32,3676285.0,-1.4837,5.5236,0.014966,2.7161,1.8914,2,7,0
EXIDEIND,2018-11-15,233.67,1.6,0.68,1026523.0,0.4202,5.4539,0.017871,-1.6813,0.5361,3,11,4
EXIDEIND,2019-07-25,171.94,0.8,0.47,1861099.0,0.9014,5.1472,0.02037,-8.7367,1.1232,3,7,1
EXIDEIND,2019-11-18,178.66,1.6,0.9,1502657.0,-0.6363,5.1855,0.023911,1.9566,0.4704,0,11,0
EXIDEIND,2020-03-04,153.18,2.5,1.63,5336003.0,-1.6332,5.0316,0.015251,-4.9383,1.744,2,3,0
EXIDEIND,2021-02-04,196.76,2.0,1.02,8192955.0,-0.4198,5.282,0.017444,3.2307,1.3862,3,2,0
EXIDEIND,2022-02-07,166.3,2.0,1.2,3368057.0,1.2711,5.1138,0.015467,-1.4397,0.92,0,2,142
EXIDEIND,2023-08-01,245.4,2.0,0.82,15140281.0,-6.2601,5.5029,0.01166,-0.2797,4.4586,1,8,0
EXIDEIND,2024-07-22,535.69,2.0,0.37,2759045.0,-1.5599,6.2836,0.010874,-3.3181,0.4406,0,7,0
EXIDEIND,2025-07-18,381.55,2.0,0.52,1845205.0,-0.6552,5.9442,0.008535,0.7619,0.9565,4,7,0
FEDERALBNK,2016-07-29,59.3,0.7,1.18,4607290.0,-0.858,4.0827,0.023765,1.4879,0.4471,4,7,0
FEDERALBNK,2017-07-03,104.41,0.9,0.86,4675335.0,-0.3126,4.6483,0.014808,-1.9122,0.4461,0,7,0
FEDERALBNK,2018-08-02,81.7,1.0,1.22,5153045.0,-0.7506,4.403,0.048837,-0.7365,0.28,3,8,0
FEDERALBNK,2019-07-17,101.13,1.4,1.38,26404194.0,2.5047,4.6164,0.013412,1.8044,2.6907,2,7,250
FEDERALBNK,2021-07-01,83.26,0.7,0.84,8653163.0,0.463,4.4219,0.012237,2.6517,0.5371,3,7,2
FEDERALBNK,2022-07-19,99.25,1.8,1.81,40561228.0,-5.7806,4.5977,0.017564,4.6216,3.7465,1,7,0
FEDERALBNK,2023-08-11,131.62,1.0,0.76,10427685.0,0.0,4.8799,0.012297,-0.2972,0.5337,4,8,0
FEDERALBNK,2024-08-23,200.9,1.2,0.6,9308243.0,1.2666,5.3028,0.013405,-0.1718,0.7803,4,8,47
FEDERALBNK,2025-08-22,198.23,1.2,0.61,2466153.0,0.9534,5.2894,0.010811,1.8227,0.2925,4,8,17
FACT,2023-09-22,523.62,1.0,0.19,1811504.0,-2.5842,6.2608,0.056033,1.7627,0.7176,4,9,0
FACT,2024-09-20,974.25,0.97,0.1,239399.0,-0.197,6.8817,0.019696,-2.058,0.4899,4,9,0
FACT,2025-09-19,988.56,0.39,0.04,177896.0,-1.1724,6.8962,0.020547,0.7283,0.444,4,9,0
FINCABLES,2016-08-26,388.4,2.5,0.64,141130.0,-1.0834,5.962,0.016637,-2.1983,1.1619,4,8,0
FINCABLES,2017-09-14,494.33,3.0,0.61,66651.0,-0.0186,6.2032,0.012806,-1.8436,0.7747,3,9,0
FINCABLES,2018-09-12,500.81,4.0,0.8,31761.0,1.0454,6.2162,0.012772,-1.081,0.7491,2,9,1
FINCABLES,2019-09-05,337.95,4.5,1.33,17375.0,-1.4575,5.8229,0.014367,0.6485,0.3414,3,9,0
FINCABLES,2020-09-17,270.64,5.5,2.03,102568.0,-1.7141,5.6008,0.02788,3.0731,0.4441,3,9,0
FINCABLES,2021-09-16,504.92,5.5,1.09,303176.0,0.6796,6.2244,0.015814,10.3701,1.1136,3,9,40
FINCABLES,2022-09-15,465.83,6.0,1.29,152490.0,-0.1051,6.1438,0.017946,-0.3618,0.5879,3,9,0
FINCABLES,2023-09-22,1071.66,7.0,0.65,199447.0,0.2344,6.977,0.021903,-0.6352,0.5572,4,9,1
FINCABLES,2024-09-17,1385.39,8.0,0.58,104600.0,-1.398,7.2337,0.011507,1.4791,0.5443,1,9,0
FINCABLES,2025-09-04,848.85,8.0,0.94,101403.0,0.6656,6.7439,0.01393,4.9418,0.304,3,9,7
FINPIPE,2016-07-28,79.7,2.0,2.51,381425.0,-0.8693,4.3782,0.014474,5.3226,1.1836,3,7,0
FINPIPE,2017-07-27,105.6,2.3,2.18,249360.0,0.1898,4.6597,0.017551,-1.8131,0.7608,3,7,1
FINPIPE,2018-09-19,99.66,2.0,2.01,77955.0,0.8278,4.6018,0.01268,-2.5648,0.9135,2,9,243
FINPIPE,2019-09-12,91.19,2.0,2.19,90360.0,-1.9246,4.5129,0.015475,2.4823,0.6436,3,9,0
FINPIPE,2020-03-09,99.92,2.0,2.0,371825.0,-3.9465,4.6044,0.01268,1.1817,2.5595,0,3,0
FINPIPE,2021-09-14,167.64,4.0,2.39,1628931.0,-3.9337,5.1218,0.017108,5.5394,2.0411,1,9,0
FINPIPE,2022-08-22,137.44,4.0,2.91,3075026.0,0.1057,4.9232,0.021136,1.9211,4.5944,0,8,1
FINPIPE,2023-08-21,202.53,1.5,0.74,366097.0,0.6744,5.3109,0.016345,2.7266,0.3089,0,8,1
FINPIPE,2024-09-11,304.05,2.5,0.82,498502.0,-0.4852,5.7172,0.019487,1.4485,0.5451,2,9,0
FINPIPE,2025-09-04,214.45,3.6,1.68,456948.0,-1.7487,5.3681,0.020151,4.9225,0.6094,3,9,0
FSL,2018-07-26,57.47,1.5,2.61,1778447.0,-0.0,4.0513,0.028416,6.0043,0.3994,3,7,0
FSL,2019-07-25,39.56,2.0,5.06,1476683.0,-3.3333,3.6777,0.018485,-6.015,1.1299,3,7,0
FSL,2020-02-27,37.62,2.5,6.65,1117138.0,1.6222,3.6275,0.028805,-3.692,0.6615,3,2,89
FSL,2021-02-17,85.0,3.0,3.53,2781914.0,0.0529,4.4427,0.027455,-0.8643,0.8175,2,2,1
FSL,2022-02-17,121.3,3.5,2.89,5215534.0,-1.0659,4.7982,0.033641,-10.5176,1.1508,3,2,0
FSL,2023-02-17,111.51,3.5,3.14,2608897.0,-0.7249,4.7141,0.017212,-0.3302,0.8108,4,2,0
FSL,2024-02-16,190.82,3.5,1.83,2429371.0,-1.1666,5.2513,0.02952,-2.5261,0.6146,4,2,0
FSL,2025-02-21,352.95,4.0,1.13,1882302.0,-2.0518,5.8663,0.033237,3.4762,0.4657,4,2,0
FSL,2026-02-20,252.0,5.5,2.18,4491627.0,3.5119,5.5294,0.025735,1.3181,4.2929,4,2,250
FIVESTAR,2025-08-14,577.05,2.0,0.35,524947.0,-1.499,6.3579,0.019511,-0.924,0.5908,3,8,0
FORCEMOT,2020-09-21,1133.88,10.0,0.88,47334.0,3.8288,7.0334,0.033906,4.684,0.4275,0,9,43
FORCEMOT,2021-09-20,1459.69,5.0,0.34,105923.0,1.2761,7.286,0.025465,5.3262,0.8833,0,9,3
FORCEMOT,2022-09-20,1361.87,10.0,0.73,149039.0,-1.1043,7.2166,0.021966,3.7698,1.359,1,9,0
FORCEMOT,2023-09-21,3676.07,10.0,0.27,16772.0,1.2077,8.2096,0.026227,-0.8156,0.4065,3,9,1
FORCEMOT,2024-08-28,8341.73,20.0,0.24,18933.0,1.564,9.029,0.02991,-1.9005,0.4104,2,8,142
FORCEMOT,2025-09-10,18118.0,40.0,0.22,116634.0,-1.3467,9.8047,0.042251,-8.2234,0.946,2,9,0
FORTIS,2023-07-20,326.99,1.0,0.31,5926738.0,-2.1034,5.7899,0.013269,-0.3935,3.0455,3,7,0
FORTIS,2024-07-24,485.63,1.0,0.21,615195.0,0.6479,6.1854,0.015525,-0.3477,0.2669,2,7,1
FORTIS,2025-07-25,845.55,1.0,0.12,1914241.0,0.0,6.74,0.016184,6.0175,1.2154,4,7,0
GAIL,2016-09-08,50.65,0.56,1.11,21570895.0,1.0688,3.925,0.012553,3.1388,1.9834,3,9,1
GAIL,2017-02-02,62.51,1.59,2.55,16115085.0,-0.0105,4.1353,0.018596,1.8912,0.9473,3,2,0
GAIL,2017-08-31,66.65,0.68,1.01,17266239.0,0.0,4.1995,0.015491,-1.1545,1.7427,3,8,1
GAIL,2018-01-18,84.67,1.91,2.26,13938392.0,0.9304,4.4387,0.011429,-3.0172,1.1779,3,1,4
GAIL,2018-08-30,87.72,0.48,0.55,32031255.0,-2.7841,4.4741,0.02218,-4.3597,2.0879,3,8,0
GAIL,2019-02-12,78.7,2.08,2.65,8510922.0,-1.102,4.3657,0.016791,-1.1141,0.6588,1,2,0
GAIL,2019-08-08,59.46,0.59,0.99,8556184.0,-0.9395,4.0854,0.013495,-5.3655,0.8634,3,8,0
GAIL,2020-02-17,60.32,4.27,7.07,29110591.0,-1.5928,4.0996,0.027895,0.6158,1.4403,0,2,0
GAIL,2021-01-27,69.04,1.67,2.41,34566082.0,2.1081,4.2347,0.020397,-4.7977,0.9081,2,1,5
GAIL,2021-03-22,73.3,1.67,2.27,25674943.0,-0.5882,4.2946,0.026752,-3.5179,0.6189,0,3,0
GAIL,2021-12-30,71.28,2.67,3.74,17955094.0,0.4678,4.2666,0.017174,-0.4516,1.1959,3,12,1
GAIL,2022-03-21,84.09,3.33,3.96,28588611.0,1.3671,4.4319,0.036086,-0.7218,1.0913,0,3,3
GAIL,2022-08-01,84.27,0.67,0.79,10328928.0,-1.1676,4.434,0.016094,-0.2721,0.9353,0,8,0
GAIL,2023-03-21,95.32,4.0,4.2,26605735.0,0.6616,4.5572,0.018519,-0.1818,1.206,1,3,11
GAIL,2024-02-06,163.61,5.5,3.36,33761541.0,-3.0948,5.0975,0.02392,5.5814,1.0545,1,2,0
GAIL,2025-02-07,165.76,6.5,3.92,12418542.0,0.5003,5.1105,0.023557,1.6002,0.8724,4,2,28
GAIL,2025-08-04,168.15,1.0,0.59,9781181.0,-0.6632,5.1248,0.013878,-3.4546,0.8959,0,8,0
GAIL,2026-02-05,160.41,5.0,3.12,13323350.0,0.1434,5.0777,0.019002,-1.177,1.0603,3,2,1
GVT&D,2016-07-18,350.85,1.8,0.51,21328.0,-0.627,5.8604,0.013875,-1.9173,0.2981,0,7,0
GVT&D,2017-07-17,321.52,1.8,0.56,24691.0,-0.8103,5.7731,0.010441,-1.8212,0.5891,0,7,0
GVT&D,2018-07-17,293.75,1.8,0.61,20636.0,0.7576,5.6827,0.024742,6.5051,0.2435,1,7,111
GVT&D,2019-07-16,223.87,1.8,0.8,10630.0,0.4231,5.4111,0.014985,-2.5194,0.6306,1,7,250
GVT&D,2024-08-28,1674.83,2.0,0.12,172286.0,-1.2784,7.4235,0.033271,-2.1892,0.7705,2,8,0
GVT&D,2025-08-22,2729.0,5.0,0.18,365128.0,-1.5024,7.9117,0.026741,-3.8745,0.6001,4,8,0
GRSE,2019-03-27,80.97,1.85,2.28,21785.0,1.6029,4.394,0.037028,-0.9548,0.2971,2,3,1
GRSE,2019-09-12,118.18,5.1,4.32,143206.0,-0.0735,4.7722,0.021715,3.9396,0.6961,3,9,0
GRSE,2020-03-26,110.1,5.74,5.21,129580.0,-5.1153,4.7014,0.058634,-7.8182,0.6926,3,3,0
GRSE,2020-09-03,185.57,1.4,0.75,107175.0,-0.4443,5.2234,0.037267,-4.1138,0.1967,3,9,0
GRSE,2021-02-17,181.68,3.85,2.12,494234.0,-5.2713,5.2022,0.027205,2.5601,1.9344,2,2,0
GRSE,2021-09-02,178.03,1.15,0.65,171000.0,-2.0327,5.182,0.016632,2.667,0.9912,3,9,0
